Name,RegisterNumber,Department,UserType,InTime,OutTime,Semester,BookName,BookTakenDate,BookReturnDate,BookAuthor,BookID,BookShelf,BookCategory,BalanceBookAvailability
User0183,REG799282,CSE,Teacher,14:50,10:28,I,The Hobbit,22-08-2023,24-08-2023,J.R.R. Tolkien,BID8348,Shelf-16,Education,9
User0184,REG829289,CSE,Teacher,11:17,12:05,V,Alice's Adventures in Wonderland,03-11-2024,13-11-2024,Lewis Carroll,BID1193,Shelf-8,Science,9
User0185,REG550634,MECH,Student,11:38,12:34,VII,The Adventures of Tom Sawyer,25-12-2024,11-01-2025,Mark Twain,BID6529,Shelf-11,Science,2
User0186,REG112485,CIVIL,Student,11:16,09:10,II,Animal Farm,04-01-2023,,George Orwell,BID1103,Shelf-18,History,9
User0187,REG589289,EEE,Student,08:56,08:11,V,Pride and Prejudice,05-10-2024,24-10-2024,Jane Austen,BID1386,Shelf-2,Fiction,0
User0188,REG733919,MBA,Teacher,17:34,12:58,I,To Kill a Mockingbird,22-01-2024,24-01-2024,Harper Lee,BID6628,Shelf-17,Fiction,3
User0189,REG787666,CIVIL,Teacher,11:38,08:25,V,The Hobbit,06-05-2024,26-05-2024,J.R.R. Tolkien,BID1382,Shelf-18,Education,6
User0190,REG501975,AI&DS,Student,11:07,16:49,III,Moby-Dick,24-04-2023,25-04-2023,Herman Melville,BID7623,Shelf-13,Education,3
User0191,REG811921,CIVIL,Teacher,10:11,16:55,VIII,Treasure Island,13-04-2024,25-04-2024,Robert Louis Stevenson,BID1375,Shelf-2,Fiction,5
User0192,REG866787,MECH,Teacher,09:03,14:18,VII,Great Expectations,16-05-2024,,Charles Dickens,BID7132,Shelf-12,Comics,1
User0193,REG285017,AI&DS,Teacher,09:30,08:10,VII,Pride and Prejudice,14-09-2024,,Jane Austen,BID6525,Shelf-7,Comics,4
User0194,REG703777,CSE,Teacher,09:46,09:48,VIII,The Adventures of Tom Sawyer,27-01-2024,12-02-2024,Mark Twain,BID9860,Shelf-6,Technology,7
User0195,REG769458,AI&DS,Teacher,15:10,08:28,III,The Hobbit,03-12-2024,23-12-2024,J.R.R. Tolkien,BID4156,Shelf-9,History,8
User0196,REG434793,MBA,Teacher,17:50,12:41,VII,The Adventures of Tom Sawyer,29-06-2023,08-07-2023,Mark Twain,BID6073,Shelf-7,Education,2
User0197,REG890205,ECE,Student,15:55,13:12,III,The Adventures of Tom Sawyer,12-03-2024,14-03-2024,Mark Twain,BID4415,Shelf-19,History,9
User0198,REG322801,ECE,Student,12:45,16:14,V,The Alchemist,07-05-2024,10-05-2024,Paulo Coelho,BID2778,Shelf-17,Education,2
User0199,REG804998,EEE,Student,14:03,15:47,VI,1984,05-11-2023,14-11-2023,George Orwell,BID5906,Shelf-4,Technology,7
User0200,REG188273,ECE,Student,14:44,12:56,I,Great Expectations,06-08-2023,09-08-2023,Charles Dickens,BID1043,Shelf-4,Science,8
User0201,REG842333,AI&DS,Student,15:20,08:55,IV,Alice's Adventures in Wonderland,20-12-2024,22-12-2024,Lewis Carroll,BID1338,Shelf-1,Fiction,8
User0202,REG477072,ECE,Student,15:28,10:43,VIII,Treasure Island,25-10-2023,14-11-2023,Robert Louis Stevenson,BID3726,Shelf-7,History,3
User0203,REG423403,CIVIL,Student,13:12,12:24,II,The Alchemist,19-02-2023,28-02-2023,Paulo Coelho,BID8370,Shelf-4,History,3
User0204,REG290738,AI&DS,Teacher,12:24,15:20,V,Pride and Prejudice,17-02-2024,28-02-2024,Jane Austen,BID8520,Shelf-2,History,0
User0205,REG392923,MECH,Teacher,13:05,08:21,II,Brave New World,12-09-2024,24-09-2024,Aldous Huxley,BID5744,Shelf-8,Reference,9
User0206,REG806070,CSE,Student,12:16,12:20,VIII,Animal Farm,17-04-2023,26-04-2023,George Orwell,BID8659,Shelf-11,Fiction,3
User0207,REG659845,EEE,Student,09:50,12:21,VI,Animal Farm,24-09-2023,01-10-2023,George Orwell,BID5368,Shelf-4,Science,3
User0208,REG994159,ECE,Teacher,09:00,08:03,VI,Animal Farm,11-09-2024,13-09-2024,George Orwell,BID9122,Shelf-18,Fiction,8
User0209,REG327815,EEE,Teacher,10:08,12:29,VI,To Kill a Mockingbird,03-12-2024,15-12-2024,Harper Lee,BID7115,Shelf-1,Comics,6
User0210,REG269911,EEE,Teacher,13:02,17:25,IV,Brave New World,01-03-2024,,Aldous Huxley,BID7520,Shelf-6,Fiction,2
User0211,REG707703,MECH,Student,10:20,14:52,I,Great Expectations,08-03-2024,17-03-2024,Charles Dickens,BID2177,Shelf-13,General,4
User0212,REG377454,EEE,Student,14:25,11:45,III,The Catcher in the Rye,20-03-2024,09-04-2024,J.D. Salinger,BID8694,Shelf-14,Comics,9
User0213,REG993824,MECH,Teacher,13:37,15:42,VII,Animal Farm,17-04-2023,04-05-2023,George Orwell,BID1630,Shelf-12,Reference,10
User0214,REG933018,MECH,Teacher,16:53,13:12,IV,The Catcher in the Rye,20-07-2023,,J.D. Salinger,BID2572,Shelf-8,Science,3
User0215,REG564018,CSE,Student,16:50,09:32,VI,The Alchemist,02-04-2024,11-04-2024,Paulo Coelho,BID3305,Shelf-1,Science,4
User0216,REG430075,CIVIL,Teacher,14:14,13:34,VIII,Moby-Dick,29-12-2024,05-01-2025,Herman Melville,BID9917,Shelf-5,Science,2
User0217,REG290446,ECE,Teacher,09:35,15:55,VII,War and Peace,14-02-2024,24-02-2024,Leo Tolstoy,BID8103,Shelf-9,History,5
User0218,REG674399,CIVIL,Student,15:02,13:18,I,Brave New World,19-05-2024,30-05-2024,Aldous Huxley,BID2342,Shelf-5,History,3
User0219,REG411901,MECH,Teacher,10:45,16:28,VIII,1984,23-12-2023,03-01-2024,George Orwell,BID8564,Shelf-19,Comics,10
User0220,REG539303,EEE,Teacher,14:22,12:14,III,Great Expectations,30-08-2023,,Charles Dickens,BID4712,Shelf-18,Comics,3
User0221,REG793166,MECH,Student,08:58,12:26,III,The Alchemist,02-08-2024,21-08-2024,Paulo Coelho,BID2444,Shelf-2,Science,9
User0222,REG224211,IT,Teacher,17:08,13:52,VIII,Moby-Dick,05-11-2024,,Herman Melville,BID6790,Shelf-3,History,7
User0223,REG138051,MBA,Student,09:48,09:40,I,War and Peace,08-04-2024,22-04-2024,Leo Tolstoy,BID8911,Shelf-17,History,1
User0224,REG367181,CSE,Student,08:09,08:00,II,Great Expectations,22-12-2024,,Charles Dickens,BID6865,Shelf-6,Science,3
User0225,REG311065,MBA,Student,14:34,15:54,VI,The Hobbit,11-09-2023,19-09-2023,J.R.R. Tolkien,BID2250,Shelf-6,Reference,1
User0226,REG360198,CSE,Teacher,16:25,15:06,V,Treasure Island,26-06-2024,29-06-2024,Robert Louis Stevenson,BID9238,Shelf-5,Education,0
User0227,REG574187,AI&DS,Teacher,09:53,14:11,VIII,The Hobbit,17-11-2023,22-11-2023,J.R.R. Tolkien,BID2259,Shelf-13,Fiction,10
User0228,REG596190,AI&DS,Student,10:35,15:46,VIII,The Adventures of Tom Sawyer,04-07-2023,07-07-2023,Mark Twain,BID6862,Shelf-10,Science,8
User0229,REG406284,AI&DS,Student,15:28,14:42,II,The Hobbit,01-06-2024,,J.R.R. Tolkien,BID1635,Shelf-13,General,3
User0230,REG462120,AI&DS,Teacher,10:55,17:29,VI,The Hobbit,18-03-2024,19-03-2024,J.R.R. Tolkien,BID7184,Shelf-10,Comics,8
User0231,REG391144,CIVIL,Teacher,12:23,08:24,V,Treasure Island,11-07-2023,15-07-2023,Robert Louis Stevenson,BID9920,Shelf-15,General,6
User0232,REG510657,MBA,Teacher,16:44,09:40,VIII,Treasure Island,11-04-2023,20-04-2023,Robert Louis Stevenson,BID8272,Shelf-18,General,4
User0233,REG982184,MBA,Teacher,12:12,10:05,IV,Brave New World,07-05-2024,19-05-2024,Aldous Huxley,BID6416,Shelf-13,Reference,8
User0234,REG900127,CIVIL,Teacher,14:18,11:20,VII,Treasure Island,19-09-2023,29-09-2023,Robert Louis Stevenson,BID3353,Shelf-5,General,3
User0235,REG481802,MBA,Student,15:08,14:40,V,Moby-Dick,16-01-2024,31-01-2024,Herman Melville,BID8505,Shelf-14,Reference,0
User0236,REG943926,IT,Teacher,13:36,13:29,IV,The Lord of the Rings,26-02-2023,05-03-2023,J.R.R. Tolkien,BID9814,Shelf-1,Fiction,9
User0237,REG347658,AI&DS,Teacher,15:26,12:15,VIII,Treasure Island,05-01-2023,20-01-2023,Robert Louis Stevenson,BID8703,Shelf-16,Reference,4
User0238,REG221031,AI&DS,Student,13:57,15:52,V,Brave New World,22-10-2023,10-11-2023,Aldous Huxley,BID9076,Shelf-6,Reference,6
User0239,REG344214,CSE,Student,15:33,15:29,III,Great Expectations,19-09-2023,02-10-2023,Charles Dickens,BID6688,Shelf-16,Reference,6
User0240,REG902135,MECH,Student,09:06,12:50,III,Animal Farm,06-02-2023,16-02-2023,George Orwell,BID5958,Shelf-16,History,3
User0241,REG450028,MECH,Teacher,16:04,10:24,VII,The Catcher in the Rye,11-02-2023,13-02-2023,J.D. Salinger,BID7036,Shelf-5,Technology,2
User0242,REG788517,ECE,Teacher,16:58,12:05,III,The Lord of the Rings,17-05-2023,20-05-2023,J.R.R. Tolkien,BID1758,Shelf-3,Fiction,1
User0243,REG105359,ECE,Student,17:47,12:56,III,1984,21-10-2024,27-10-2024,George Orwell,BID4119,Shelf-13,Science,0
User0244,REG552987,MECH,Teacher,14:11,17:03,I,Alice's Adventures in Wonderland,25-02-2023,02-03-2023,Lewis Carroll,BID2367,Shelf-11,Science,3
User0245,REG415735,MECH,Student,09:26,16:16,I,The Catcher in the Rye,20-03-2023,,J.D. Salinger,BID1061,Shelf-16,Science,9
User0246,REG745608,AI&DS,Student,12:31,11:21,VII,War and Peace,10-07-2023,11-07-2023,Leo Tolstoy,BID7736,Shelf-16,History,5
User0247,REG867463,ECE,Student,09:24,16:29,I,The Adventures of Tom Sawyer,05-06-2024,23-06-2024,Mark Twain,BID1629,Shelf-5,Fiction,5
User0248,REG669569,CIVIL,Student,08:47,16:04,V,The Alchemist,28-05-2023,04-06-2023,Paulo Coelho,BID2652,Shelf-16,Comics,6
User0249,REG136364,AI&DS,Teacher,10:31,08:58,IV,Alice's Adventures in Wonderland,14-09-2023,02-10-2023,Lewis Carroll,BID3310,Shelf-16,Education,1
User0250,REG187498,EEE,Student,17:49,14:04,III,The Lord of the Rings,19-01-2023,04-02-2023,J.R.R. Tolkien,BID7037,Shelf-14,Reference,6
User0251,REG230693,MECH,Student,14:33,12:17,III,Moby-Dick,01-02-2023,11-02-2023,Herman Melville,BID7534,Shelf-3,Reference,7
User0252,REG814107,MBA,Student,17:37,09:50,II,Alice's Adventures in Wonderland,24-07-2023,30-07-2023,Lewis Carroll,BID4328,Shelf-1,Education,2
User0253,REG685813,IT,Teacher,12:30,16:43,VI,Great Expectations,17-03-2024,05-04-2024,Charles Dickens,BID4314,Shelf-6,Technology,7
User0254,REG330016,IT,Teacher,10:02,14:57,I,The Alchemist,05-03-2023,10-03-2023,Paulo Coelho,BID7797,Shelf-10,General,6
User0255,REG891958,MECH,Student,11:10,15:59,VII,Brave New World,22-03-2023,04-04-2023,Aldous Huxley,BID7583,Shelf-6,General,5
User0256,REG437391,MECH,Student,11:52,08:09,I,The Catcher in the Rye,11-06-2024,,J.D. Salinger,BID5068,Shelf-7,Comics,1
User0257,REG212980,MECH,Student,16:15,08:56,VIII,1984,26-01-2024,12-02-2024,George Orwell,BID3452,Shelf-19,History,1
User0258,REG388931,MBA,Student,08:57,17:08,VIII,Alice's Adventures in Wonderland,09-12-2024,26-12-2024,Lewis Carroll,BID3823,Shelf-18,General,1
User0259,REG628164,IT,Student,12:31,15:33,II,Pride and Prejudice,09-12-2023,13-12-2023,Jane Austen,BID8984,Shelf-16,Reference,0
User0260,REG762197,AI&DS,Teacher,17:19,09:00,VIII,1984,08-09-2024,23-09-2024,George Orwell,BID8892,Shelf-4,Technology,0
User0261,REG580527,IT,Teacher,14:27,15:33,III,The Catcher in the Rye,17-03-2024,,J.D. Salinger,BID8283,Shelf-17,Comics,2
User0262,REG418480,MBA,Teacher,11:24,11:41,IV,Alice's Adventures in Wonderland,09-04-2023,10-04-2023,Lewis Carroll,BID6812,Shelf-8,Education,7
User0263,REG335095,ECE,Teacher,11:34,14:35,II,The Hobbit,15-04-2024,25-04-2024,J.R.R. Tolkien,BID2397,Shelf-15,Fiction,10
User0264,REG254738,CSE,Student,13:05,17:50,IV,Great Expectations,22-06-2023,29-06-2023,Charles Dickens,BID7815,Shelf-6,General,6
User0265,REG547619,IT,Teacher,17:51,13:36,II,The Hobbit,28-07-2024,06-08-2024,J.R.R. Tolkien,BID5547,Shelf-18,Technology,4
User0266,REG485489,IT,Teacher,16:08,15:18,VI,Animal Farm,02-10-2023,09-10-2023,George Orwell,BID8129,Shelf-12,General,9
User0267,REG911413,ECE,Student,14:06,09:39,IV,The Hobbit,16-05-2023,25-05-2023,J.R.R. Tolkien,BID3640,Shelf-5,Reference,6
User0268,REG901522,CIVIL,Teacher,14:54,15:14,I,Pride and Prejudice,14-04-2023,21-04-2023,Jane Austen,BID9344,Shelf-19,History,6
User0269,REG883947,EEE,Student,15:47,16:50,III,Alice's Adventures in Wonderland,15-09-2024,23-09-2024,Lewis Carroll,BID1248,Shelf-20,General,9
User0270,REG520565,AI&DS,Teacher,12:09,10:56,VIII,The Lord of the Rings,21-12-2024,05-01-2025,J.R.R. Tolkien,BID9522,Shelf-3,Reference,10
User0271,REG646477,EEE,Student,14:29,10:34,V,War and Peace,08-07-2024,22-07-2024,Leo Tolstoy,BID6566,Shelf-4,General,3
User0272,REG932424,EEE,Teacher,08:20,09:03,VI,The Alchemist,02-08-2023,07-08-2023,Paulo Coelho,BID4826,Shelf-1,History,8
User0273,REG825094,ECE,Teacher,17:23,15:39,II,The Catcher in the Rye,23-10-2024,,J.D. Salinger,BID8139,Shelf-9,History,9
User0274,REG221077,CSE,Teacher,15:11,15:57,VII,The Catcher in the Rye,18-06-2024,01-07-2024,J.D. Salinger,BID6303,Shelf-7,Education,7
User0275,REG775748,ECE,Student,14:36,14:06,VIII,The Hobbit,22-04-2024,25-04-2024,J.R.R. Tolkien,BID2385,Shelf-19,General,2
User0276,REG908960,CSE,Student,15:23,15:55,II,The Hobbit,19-05-2023,20-05-2023,J.R.R. Tolkien,BID1239,Shelf-16,Comics,7
User0277,REG960889,MBA,Teacher,14:42,13:55,III,The Adventures of Tom Sawyer,27-11-2023,,Mark Twain,BID1854,Shelf-10,Education,6
User0278,REG625169,CSE,Student,15:47,17:11,VIII,Treasure Island,23-06-2023,30-06-2023,Robert Louis Stevenson,BID5899,Shelf-3,Technology,8
User0279,REG248133,CSE,Teacher,11:34,13:50,IV,Animal Farm,18-10-2023,07-11-2023,George Orwell,BID8455,Shelf-10,Science,1
User0280,REG685726,CSE,Teacher,13:54,10:01,IV,Brave New World,11-09-2024,15-09-2024,Aldous Huxley,BID3224,Shelf-9,Technology,1
User0281,REG167201,ECE,Student,09:51,13:59,II,Treasure Island,09-06-2024,,Robert Louis Stevenson,BID7530,Shelf-11,History,0
User0282,REG772017,IT,Student,08:16,14:16,II,Treasure Island,02-12-2023,,Robert Louis Stevenson,BID5296,Shelf-19,Education,6
User0283,REG749472,CIVIL,Teacher,14:57,17:12,IV,The Lord of the Rings,03-05-2023,07-05-2023,J.R.R. Tolkien,BID2263,Shelf-14,Technology,3
User0284,REG186468,EEE,Student,08:09,15:25,VI,Moby-Dick,02-09-2024,11-09-2024,Herman Melville,BID6646,Shelf-13,Technology,1
User0285,REG309649,CSE,Teacher,15:20,13:45,VI,Animal Farm,24-10-2023,,George Orwell,BID3091,Shelf-14,Fiction,5
User0286,REG779283,MECH,Student,10:09,11:10,IV,Brave New World,28-05-2024,,Aldous Huxley,BID4909,Shelf-4,Technology,5
User0287,REG114667,CIVIL,Student,16:10,17:53,VIII,The Alchemist,21-09-2023,23-09-2023,Paulo Coelho,BID5905,Shelf-17,History,8
User0288,REG431913,ECE,Student,08:27,16:54,VI,Alice's Adventures in Wonderland,19-11-2024,06-12-2024,Lewis Carroll,BID1584,Shelf-5,Comics,10
User0289,REG482251,CIVIL,Teacher,16:47,08:39,IV,The Lord of the Rings,29-11-2023,14-12-2023,J.R.R. Tolkien,BID8408,Shelf-19,Education,6
User0290,REG398779,AI&DS,Teacher,12:28,14:18,VIII,Moby-Dick,16-08-2024,,Herman Melville,BID2025,Shelf-8,History,5
User0291,REG799865,CSE,Student,09:34,15:00,VI,The Lord of the Rings,23-03-2023,03-04-2023,J.R.R. Tolkien,BID2459,Shelf-18,Fiction,0
User0292,REG481145,ECE,Teacher,14:28,16:20,III,Great Expectations,30-10-2023,19-11-2023,Charles Dickens,BID7310,Shelf-13,Comics,7
User0293,REG449810,MBA,Teacher,13:56,14:55,VIII,The Hobbit,06-12-2023,12-12-2023,J.R.R. Tolkien,BID5767,Shelf-13,History,6
User0294,REG769834,IT,Student,12:30,17:11,VI,Pride and Prejudice,30-12-2024,03-01-2025,Jane Austen,BID7567,Shelf-4,Education,6
User0295,REG521103,CSE,Teacher,10:26,14:22,II,Great Expectations,12-11-2023,02-12-2023,Charles Dickens,BID6516,Shelf-13,Education,3
User0296,REG307283,CSE,Teacher,09:23,11:59,VI,Animal Farm,16-08-2023,01-09-2023,George Orwell,BID3694,Shelf-13,Reference,0
User0297,REG802171,CSE,Teacher,17:58,15:43,I,Moby-Dick,25-03-2023,06-04-2023,Herman Melville,BID9355,Shelf-6,General,2
User0298,REG319723,EEE,Teacher,14:48,14:18,VI,The Alchemist,27-01-2023,15-02-2023,Paulo Coelho,BID9643,Shelf-12,Fiction,2
User0299,REG368922,MBA,Student,12:40,09:33,III,To Kill a Mockingbird,12-08-2024,25-08-2024,Harper Lee,BID2574,Shelf-16,General,9
User0300,REG337531,CIVIL,Student,17:29,10:13,VI,The Alchemist,08-09-2024,10-09-2024,Paulo Coelho,BID4699,Shelf-10,Science,9
User0301,REG876911,CIVIL,Student,12:03,15:32,IV,The Catcher in the Rye,19-05-2024,07-06-2024,J.D. Salinger,BID5019,Shelf-11,Reference,8
User0302,REG715218,MBA,Student,14:16,12:02,VI,The Alchemist,15-01-2023,28-01-2023,Paulo Coelho,BID2591,Shelf-1,Technology,9
User0303,REG679754,IT,Student,09:14,15:28,IV,The Alchemist,15-07-2024,28-07-2024,Paulo Coelho,BID6747,Shelf-8,Technology,4
User0304,REG343816,CIVIL,Student,16:43,09:31,III,1984,12-06-2024,24-06-2024,George Orwell,BID8705,Shelf-18,History,2
User0305,REG866999,IT,Teacher,12:36,16:59,VII,To Kill a Mockingbird,25-04-2023,05-05-2023,Harper Lee,BID8679,Shelf-13,Comics,3
User0306,REG654635,IT,Teacher,17:52,08:26,III,To Kill a Mockingbird,01-06-2024,17-06-2024,Harper Lee,BID3621,Shelf-7,Technology,5
User0307,REG996537,IT,Teacher,12:48,17:56,III,The Adventures of Tom Sawyer,14-07-2023,01-08-2023,Mark Twain,BID7571,Shelf-5,Comics,0
User0308,REG125363,AI&DS,Teacher,11:06,16:32,VII,The Catcher in the Rye,11-04-2024,,J.D. Salinger,BID5255,Shelf-5,Education,1
User0309,REG419723,CSE,Teacher,13:00,08:36,VIII,War and Peace,18-02-2023,09-03-2023,Leo Tolstoy,BID8324,Shelf-16,History,10
User0310,REG384062,MECH,Teacher,16:00,14:28,IV,Pride and Prejudice,24-04-2024,14-05-2024,Jane Austen,BID8960,Shelf-1,Fiction,5
User0311,REG435074,EEE,Teacher,13:34,10:23,III,The Catcher in the Rye,22-04-2024,02-05-2024,J.D. Salinger,BID8138,Shelf-7,Technology,10
User0312,REG972091,ECE,Student,17:30,15:18,IV,Pride and Prejudice,25-12-2023,27-12-2023,Jane Austen,BID9869,Shelf-11,Reference,4
User0313,REG961666,ECE,Teacher,14:44,11:42,VII,1984,09-11-2023,10-11-2023,George Orwell,BID3388,Shelf-19,Technology,3
User0314,REG437376,MBA,Teacher,10:09,08:39,VI,1984,24-06-2023,11-07-2023,George Orwell,BID9143,Shelf-9,Fiction,7
User0315,REG805181,CIVIL,Student,17:28,10:24,III,The Alchemist,11-02-2024,22-02-2024,Paulo Coelho,BID6607,Shelf-15,Education,8
User0316,REG618944,IT,Student,15:12,12:35,V,1984,18-04-2023,28-04-2023,George Orwell,BID6959,Shelf-2,Science,9
User0317,REG497812,IT,Student,13:10,12:00,VI,Treasure Island,11-10-2024,,Robert Louis Stevenson,BID2444,Shelf-15,History,8
User0318,REG617036,AI&DS,Student,15:48,17:45,II,Moby-Dick,08-12-2023,28-12-2023,Herman Melville,BID5259,Shelf-16,Education,3
User0319,REG887630,EEE,Student,12:16,17:02,I,Brave New World,29-12-2024,09-01-2025,Aldous Huxley,BID2857,Shelf-7,Education,2
User0320,REG213316,EEE,Teacher,09:29,17:51,VII,The Catcher in the Rye,30-01-2023,18-02-2023,J.D. Salinger,BID8645,Shelf-6,General,5
User0321,REG255584,ECE,Teacher,10:54,12:50,I,Pride and Prejudice,11-09-2024,16-09-2024,Jane Austen,BID2889,Shelf-12,Fiction,3
User0322,REG412376,ECE,Teacher,16:11,08:59,V,War and Peace,22-07-2023,05-08-2023,Leo Tolstoy,BID2203,Shelf-7,Education,1
User0323,REG412000,EEE,Student,10:57,11:57,I,To Kill a Mockingbird,01-04-2023,,Harper Lee,BID2354,Shelf-6,Fiction,4
User0324,REG138199,CIVIL,Student,14:19,11:30,VI,Great Expectations,29-11-2023,08-12-2023,Charles Dickens,BID5246,Shelf-11,Reference,2
User0325,REG228690,CSE,Teacher,16:48,08:51,V,War and Peace,15-11-2023,04-12-2023,Leo Tolstoy,BID1158,Shelf-10,General,2
User0326,REG583803,ECE,Teacher,16:32,08:53,II,Great Expectations,14-07-2023,21-07-2023,Charles Dickens,BID2857,Shelf-2,History,2
User0327,REG364486,CSE,Student,15:09,15:14,II,The Alchemist,14-02-2024,22-02-2024,Paulo Coelho,BID4774,Shelf-5,General,8
User0328,REG850243,ECE,Student,17:29,10:24,VI,Moby-Dick,18-03-2023,25-03-2023,Herman Melville,BID6963,Shelf-17,Comics,6
User0329,REG949399,IT,Student,16:22,08:34,V,Brave New World,07-02-2024,11-02-2024,Aldous Huxley,BID2606,Shelf-15,History,0
User0330,REG535588,EEE,Student,15:56,13:18,V,Moby-Dick,17-06-2023,26-06-2023,Herman Melville,BID7851,Shelf-4,Fiction,4
User0331,REG597704,CIVIL,Student,08:31,15:00,V,Moby-Dick,16-02-2024,02-03-2024,Herman Melville,BID5833,Shelf-19,Education,3
User0332,REG993995,MECH,Student,14:07,14:10,IV,Treasure Island,14-04-2024,25-04-2024,Robert Louis Stevenson,BID2557,Shelf-6,Comics,9
User0333,REG783759,IT,Teacher,13:00,17:17,VI,Great Expectations,31-07-2023,15-08-2023,Charles Dickens,BID1119,Shelf-5,Science,10
User0334,REG286782,CSE,Student,10:56,15:22,III,The Adventures of Tom Sawyer,19-05-2023,27-05-2023,Mark Twain,BID7076,Shelf-2,History,1
User0335,REG705133,AI&DS,Teacher,13:42,17:01,VIII,Animal Farm,09-03-2024,,George Orwell,BID6994,Shelf-7,Comics,10
User0336,REG620787,AI&DS,Student,10:03,10:52,VII,Brave New World,09-09-2023,13-09-2023,Aldous Huxley,BID9968,Shelf-17,Education,7
User0337,REG432789,EEE,Student,09:54,12:04,I,To Kill a Mockingbird,16-09-2024,18-09-2024,Harper Lee,BID1162,Shelf-19,Reference,8
User0338,REG678186,CSE,Teacher,09:14,16:12,VII,Alice's Adventures in Wonderland,22-06-2023,08-07-2023,Lewis Carroll,BID7172,Shelf-2,Reference,9
User0339,REG813334,CIVIL,Teacher,08:09,11:42,VII,To Kill a Mockingbird,05-08-2024,07-08-2024,Harper Lee,BID8909,Shelf-12,Reference,7
User0340,REG374948,CIVIL,Student,12:52,10:35,IV,Pride and Prejudice,11-06-2024,15-06-2024,Jane Austen,BID1972,Shelf-3,Fiction,7
User0341,REG145531,MBA,Teacher,09:29,12:37,V,The Adventures of Tom Sawyer,29-08-2024,04-09-2024,Mark Twain,BID5810,Shelf-2,Reference,10
User0342,REG215543,AI&DS,Teacher,13:05,17:31,III,The Adventures of Tom Sawyer,26-07-2023,,Mark Twain,BID5392,Shelf-18,Reference,7
User0343,REG967405,AI&DS,Student,15:18,09:48,V,Brave New World,11-08-2023,28-08-2023,Aldous Huxley,BID9251,Shelf-17,Technology,8
User0344,REG171316,AI&DS,Teacher,10:43,14:24,VIII,Alice's Adventures in Wonderland,17-11-2023,21-11-2023,Lewis Carroll,BID3780,Shelf-20,Fiction,6
User0345,REG469781,CSE,Teacher,14:17,11:17,I,Pride and Prejudice,03-10-2023,04-10-2023,Jane Austen,BID4415,Shelf-14,History,8
User0346,REG414472,MECH,Student,14:11,13:37,VI,Great Expectations,04-09-2024,24-09-2024,Charles Dickens,BID2849,Shelf-4,Fiction,7
User0347,REG314864,ECE,Teacher,08:13,14:50,III,The Catcher in the Rye,22-03-2024,23-03-2024,J.D. Salinger,BID9138,Shelf-3,Fiction,9
User0348,REG370926,MBA,Teacher,09:15,16:55,V,Treasure Island,03-02-2023,18-02-2023,Robert Louis Stevenson,BID5337,Shelf-8,Comics,6
User0349,REG625739,EEE,Teacher,11:10,11:41,II,Treasure Island,08-05-2024,17-05-2024,Robert Louis Stevenson,BID7062,Shelf-15,General,2
User0350,REG914980,ECE,Student,16:16,14:40,VI,1984,22-04-2023,03-05-2023,George Orwell,BID2398,Shelf-18,History,10
User0351,REG613670,AI&DS,Teacher,16:38,17:41,VI,The Hobbit,25-10-2024,05-11-2024,J.R.R. Tolkien,BID7889,Shelf-20,Education,7
User0352,REG957720,EEE,Student,10:30,14:07,IV,1984,18-12-2023,19-12-2023,George Orwell,BID4374,Shelf-8,Technology,5
User0353,REG228413,CIVIL,Student,17:51,17:11,IV,The Hobbit,27-07-2023,28-07-2023,J.R.R. Tolkien,BID5047,Shelf-14,Technology,1
User0354,REG131506,IT,Teacher,11:29,08:33,IV,War and Peace,18-10-2024,01-11-2024,Leo Tolstoy,BID1348,Shelf-2,Reference,8
User0355,REG907886,CSE,Teacher,12:26,10:33,III,The Adventures of Tom Sawyer,25-10-2024,04-11-2024,Mark Twain,BID6021,Shelf-4,Comics,3
User0356,REG813619,EEE,Teacher,14:58,15:36,VI,Animal Farm,19-05-2023,26-05-2023,George Orwell,BID8680,Shelf-2,Science,6
User0357,REG406159,MECH,Teacher,16:58,09:14,III,1984,07-06-2023,16-06-2023,George Orwell,BID4896,Shelf-10,Fiction,1
User0358,REG540738,AI&DS,Student,11:36,10:25,V,Great Expectations,14-04-2024,,Charles Dickens,BID9101,Shelf-14,Reference,9
User0359,REG997883,IT,Teacher,12:13,09:37,II,Great Expectations,10-09-2024,29-09-2024,Charles Dickens,BID4158,Shelf-16,General,5
User0360,REG869431,CSE,Student,13:46,08:35,VIII,The Hobbit,23-08-2024,03-09-2024,J.R.R. Tolkien,BID3635,Shelf-19,Comics,3
User0361,REG512875,AI&DS,Student,11:49,13:38,I,Brave New World,06-02-2023,26-02-2023,Aldous Huxley,BID6016,Shelf-16,Technology,6
User0362,REG748641,AI&DS,Teacher,15:37,13:54,II,1984,21-01-2023,,George Orwell,BID7763,Shelf-20,Technology,1
User0363,REG640768,IT,Student,10:16,09:42,VII,The Catcher in the Rye,15-05-2024,22-05-2024,J.D. Salinger,BID8611,Shelf-12,Comics,3
User0364,REG855390,ECE,Teacher,12:45,14:05,VIII,Moby-Dick,11-01-2024,13-01-2024,Herman Melville,BID9495,Shelf-15,Comics,2
User0365,REG255219,AI&DS,Teacher,13:05,14:39,VI,Moby-Dick,27-08-2024,01-09-2024,Herman Melville,BID6506,Shelf-11,Science,1
